name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Lucky Night: Poker Games,"Aug 7, 2018",0.99,0,17,862520,0,20000,
Babel: Choice,"Feb 12, 2016",9.99,73,37,430170,20000,50000,
UNDERWATER: STAY ALIVE,"Feb 8, 2019",7.99,0,2,1010120,0,20000,1.0
Zeran's Folly,"Oct 5, 2017",9.99,51,16,665030,0,20000,
Kakatte Koi Yo!,"Apr 30, 2021",4.99,15,2,1145380,0,20000,
Science Simulator,"Jul 11, 2022",18.99,3,0,893910,0,20000,
Koi-Koi Japan [Hanafuda playing cards],"Apr 27, 2015",9.99,991,73,364930,50000,100000,10.0
Root Double -Before Crime * After Days- Xtend Edition,"Apr 27, 2016",34.99,364,34,438130,20000,50000,33.0
Fujii,"Jun 27, 2019",14.99,86,4,589040,0,20000,1.0
Finding Paradise,"Dec 14, 2017",9.99,13596,290,337340,200000,500000,5.0
Cheese Maze,"May 9, 2018",3.99,2,0,819550,0,20000,
RHEM II SE: The Cave,"Oct 3, 2018",9.99,31,1,929320,0,20000,
Legend of Towercraft,"Jun 5, 2020",0.0,54,20,1279800,20000,50000,
NASCAR Heat 5,"Jul 9, 2020",14.99,1382,347,1265860,50000,100000,40.0
Agony,"May 29, 2018",14.99,1202,1304,487720,100000,200000,7.0
Spermination: Cream of the Crop,"Jul 15, 2022",2.99,5,0,2001910,0,20000,
Rocket Armor,"Dec 8, 2017",0.0,3,0,734350,0,20000,
Stakeholder Game,"Feb 10, 2022",9.99,3,8,1876390,0,20000,
BoomCrash,"May 24, 2022",24.99,11,4,1994860,0,20000,
Viy: Retold Story,"Dec 8, 2021",5.99,23,5,1828910,20000,50000,
MotorSim 3,"Feb 1, 2022",2.99,5,0,1868080,0,20000,
D: The Game,"Oct 27, 2016",5.99,84,13,510590,20000,50000,1.0
Tesla Effect: A Tex Murphy Adventure,"May 8, 2014",19.99,1039,152,261510,200000,500000,10.0
Ratty Catty,"Sep 19, 2017",3.74,540,298,610380,50000,100000,
Endless Combat,"Nov 12, 2017",0.0,53,16,690350,0,20000,
Zulin Time,"Nov 24, 2019",0.0,5,3,1047430,0,20000,
Grim Tales: Echo of the Past Collector's Edition,"Nov 5, 2021",13.99,4,0,1810430,0,20000,3.0
Cupid Kiss,"Jul 22, 2022",2.69,11,0,1954020,0,20000,
Candy Disaster - Tower Defense,"Nov 12, 2021",13.99,208,21,1231460,0,20000,
Infinite Turtles,"Jun 19, 2022",7.99,20,0,1952740,0,20000,
BLOCK CAT SPACE GOLF,"Jun 15, 2018",1.99,1,0,822970,0,20000,
SaGa SCARLET GRACE: AMBITIONS™,"Aug 1, 2018",29.99,132,38,686720,0,20000,20.0
Pixels Guide to Staying Dead,"Jul 20, 2020",6.99,1,0,938680,0,20000,
China VS Roman,"Mar 20, 2018",0.99,3,1,809830,20000,50000,
Skater Frog,"Jan 24, 2020",0.0,165,15,1127470,20000,50000,
Reshaping Mars,"Aug 25, 2021",9.99,352,56,1395760,20000,50000,
Polity,"Nov 5, 2021",0.0,24,12,1479480,20000,50000,
M.C.I. Escapes,"Feb 20, 2019",5.99,1,0,1002500,0,20000,
HEX Hacking Simulator,"Jul 31, 2020",9.99,17,5,1281610,0,20000,
Great Paintings VR,"Jan 14, 2021",0.0,73,3,1511090,20000,50000,
Worldwide Sports Fishing,May 2019,9.99,40,6,1069480,0,20000,
Ghost Terminator,"Sep 30, 2021",4.99,2,0,1751850,0,20000,
Changed,"Apr 4, 2018",5.99,8730,946,814540,500000,1000000,7.0
Oliver's Adventures in the Fairyland,"Feb 18, 2019",4.99,34,5,1022010,0,20000,
Call of Senpai: Waifu Warfare 2,"May 24, 2022",2.99,5,14,1893530,0,20000,
Winter Wolves Classic Games Collection,"Oct 25, 2017",4.99,2,1,646150,0,20000,
TeamJumpers 2: New Reality,"Feb 11, 2022",2.99,3,0,1481310,0,20000,
Purrate Adventure: Volcano Isle,"May 12, 2022",2.39,4,0,1970770,0,20000,
Highrisers,"Jul 15, 2021",2.79,44,61,733820,20000,50000,
Naval Battles Simulator,"Feb 25, 2020",14.99,37,25,936980,0,20000,
LAST EMBRYO -EITHER OF BRAVE TO STORY-,"Nov 27, 2020",12.99,415,26,1462650,20000,50000,
Viscera Cleanup Detail: Shadow Warrior,"Oct 11, 2013",0.0,3038,755,255520,500000,1000000,1.0
XTHRUST,"Mar 12, 2021",4.99,6,11,1527080,0,20000,
RPS Runner,"Jul 5, 2017",0.99,12,1,654670,0,20000,
Bazaar,"Mar 28, 2016",4.99,11,3,455230,0,20000,
Camera Obscura,"Feb 19, 2015",1.99,1113,422,341500,200000,500000,7.0
Blocks!: Richard III,"Oct 9, 2019",24.99,59,17,887090,0,20000,
Patrick's Parabox,"Mar 29, 2022",19.99,1336,9,1260520,20000,50000,6.0
Street Outlaws 2: Winner Takes All,"Dec 3, 2021",49.99,17,7,1451950,0,20000,
Pit People®,"Mar 2, 2018",19.99,6901,461,291860,200000,500000,8.0
String Rush,"Sep 29, 2021",1.99,1,0,1749260,0,20000,
Takelings House Party,"Jul 25, 2019",19.99,195,63,868150,20000,50000,
Totemlands,"Sep 3, 2021",9.99,29,0,1248450,0,20000,
This World Unknown,"Sep 2, 2016",7.99,32,9,521540,0,20000,5.0
VR: Vacate the Room (Virtual Reality Escape),"Jul 15, 2016",3.99,198,36,494810,50000,100000,1.0
Cubiya,"Dec 21, 2020",9.99,1,0,1459740,0,20000,
Hotel Collectors Edition,"Apr 25, 2014",6.99,15,21,288750,0,20000,2.0
Ghost Beat,"Oct 15, 2020",0.99,5,0,1375920,0,20000,
ATRIA-1,"Nov 30, 2021",4.99,4,1,1758600,0,20000,
Ground Zero Texas - Nuclear Edition,"Mar 23, 2021",14.99,5,4,1188160,0,20000,
Caribbean Odyssey,"Nov 12, 2015",9.99,1,14,414500,0,20000,
Cafe Crush,"Jul 19, 2019",1.99,25,7,1075390,0,20000,1.0
Massive Air Combat,"Mar 15, 2019",3.88,1,2,1040900,0,20000,
A Mysterious Gallery,"Apr 26, 2021",6.99,2,0,1225040,0,20000,
只兔：不灭的勇者,"Mar 24, 2022",7.99,69,18,1836030,0,20000,
Masked and Mysterious,"Nov 18, 2017",0.0,2,4,740720,0,20000,
Windforge,"Mar 11, 2014",9.99,395,190,266170,50000,100000,37.0
Kingdoms CCG,"Jan 22, 2015",0.0,71,67,330000,20000,50000,
Tessa's Ark,"Feb 26, 2019",0.0,22,14,652030,0,20000,
[Speer DX],"Jun 3, 2022",4.99,3,0,1945800,0,20000,
遇见猎人,"May 25, 2018",5.99,2,2,731680,0,20000,
V-Racer Hoverbike,"Apr 13, 2018",19.99,205,23,668430,0,20000,
Random(platformer),"Oct 13, 2020",9.99,1,0,1424960,0,20000,
Pure Metal: Feature 1,"Jun 9, 2020",0.99,1,0,757050,0,20000,
Ball,"Dec 27, 2021",1.99,4,0,1843900,0,20000,
Hollywood Visionary,"May 1, 2015",4.99,75,9,365210,0,20000,2.0
Quantum Apex,"Apr 29, 2022",3.99,2,0,1939930,0,20000,
Mushroom Quest,"Jun 18, 2018",2.99,49,12,868230,0,20000,
Lumo,"May 24, 2016",14.99,76,30,345480,0,20000,5.0
Martin Goes on the Attack,"Jul 16, 2021",3.99,12,1,1619060,0,20000,
No One But You,"Jul 30, 2020",9.99,6,0,1289060,0,20000,4.0
Monstro: Battle Tactics,"Dec 3, 2015",5.99,23,2,369310,0,20000,
Byte Driver,"May 28, 2019",7.99,12,0,944300,0,20000,
ECHORIA: Ancient Echoes,"Oct 30, 2019",5.99,7,1,1169160,0,20000,
Kill The Monster Z,"Nov 12, 2021",0.99,1,0,1798410,0,20000,
Super Amazeballs,"May 16, 2017",4.99,32,5,594980,0,20000,
Dead End Road,"Jul 8, 2016",2.99,212,33,448580,20000,50000,1.0
Dimensional Intersection,"Oct 5, 2016",4.99,29,12,447690,0,20000,
Chess Knights: Shinobi,"Nov 18, 2020",2.99,53,8,1383050,0,20000,2.0
Toymaker,"Mar 24, 2017",6.99,4,0,607780,0,20000,1.0
Andalia,"Oct 8, 2021",11.99,7,3,1743880,0,20000,
Bryce's Movement Engine¹,"Jan 17, 2020",0.0,19,2,1117420,100000,200000,
The Last Dogma - Wilder Wein Edition,"Jun 30, 2015",6.99,15,19,374510,0,20000,
Curse of the Dead Gods,"Feb 23, 2021",19.99,4938,724,1123770,200000,500000,27.0
Oakwood Academy of Spells and Sorcery,"Mar 26, 2018",9.74,37,5,818940,0,20000,6.0
Hamster All-Stars,"Mar 19, 2021",2.99,17,1,1577750,0,20000,
Caladrius Blaze,"Jan 11, 2017",3.99,253,54,386770,0,20000,1.0
The War for the West,"Nov 14, 2019",6.99,42,8,1137400,0,20000,
Pilgrimage,"Jul 20, 2018",6.99,4,5,888620,0,20000,
Sucker for Love: First Date,"Jan 20, 2022",9.99,1536,18,1574270,50000,100000,2.0
In The Search For: Revenge,"Apr 29, 2020",1.99,0,2,1287880,0,20000,
Zombie Camp: Last Survivor,"Apr 17, 2015",1.99,29,17,357840,0,20000,
Gamma Blast,"Dec 7, 2018",0.99,7,3,759830,0,20000,
BASIC ROGUE,"Sep 11, 2021",2.99,3,0,1727430,20000,50000,
SOK,"Dec 22, 2017",1.99,90,10,765940,0,20000,
Natural,"Feb 14, 2022",3.49,2,0,1866780,0,20000,
The Thief Girl ~ 盗賊少女 ~,"Aug 16, 2021",12.99,1,0,1533770,0,20000,
Caravaneer 2,"Dec 30, 2020",5.99,262,17,1500820,100000,200000,
Spellarium 7 - Match 3 Puzzle,"Sep 1, 2021",6.99,2,0,1722310,0,20000,
Nibû,"Jan 17, 2019",16.99,16,7,938320,0,20000,4.0
Gauntlet™ Slayer Edition,"Sep 23, 2014",19.99,6886,1639,258970,1000000,2000000,
Xmas Zombie Rampage 2,"Jan 1, 2018",7.99,1,6,769390,0,20000,
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"Feb 4, 2016",29.99,62347,6322,349040,1000000,2000000,8.0
Anthology of Fear: Prologue,"May 27, 2020",0.0,63,34,1325610,20000,50000,
WATCH / 透视,"Dec 3, 2020",10.99,45,7,1228410,0,20000,4.0
MASSIVE CHALICE,"Jun 1, 2015",19.99,1271,485,246110,50000,100000,15.0
"Aye Aye, Captain","Aug 4, 2020",2.99,0,2,997020,0,20000,
Subcube,"Oct 18, 2019",5.99,6,0,873830,0,20000,
Fair Strike,"Apr 23, 2015",3.99,50,15,352120,20000,50000,
Fitforce,"Jan 28, 2021",0.0,183,50,1081670,20000,50000,
Tiger Soldier Ⅰ,"Dec 19, 2018",0.0,0,1,981120,0,20000,
Anime Otaku Girl 二次元宅女,"Oct 11, 2019",0.99,1,0,1164350,20000,50000,
Space Force,"Apr 3, 2020",0.99,0,1,1264890,0,20000,
Haunting Hour,"Mar 8, 2019",5.99,9,5,980320,0,20000,
The Bus,"Mar 25, 2021",24.99,2625,797,491540,100000,200000,
dino game,"Jan 17, 2020",2.99,35,3,1135090,0,20000,
Ignited Steel: Mech Tactics,"Mar 9, 2022",14.99,47,9,1550740,20000,50000,
Subnautica,"Jan 23, 2018",29.99,191795,7238,264710,2000000,5000000,27.0
Alice's Jigsaw Time Travel 2,"Jul 7, 2021",4.99,3,0,1665000,0,20000,
G-MODEアーカイブス01 フライハイトクラウディア,"Apr 26, 2021",4.99,4,0,1580750,0,20000,
Battle Bruise 2,"Jan 21, 2020",4.99,19,4,1086970,0,20000,
Rob Riches,"Nov 16, 2021",6.99,54,1,1655670,0,20000,
The Jackbox Party Pack 5,"Oct 17, 2018",29.99,1930,140,774461,100000,200000,
Age of Empires II: Definitive Edition,"Nov 14, 2019",19.99,99112,5684,813780,2000000,5000000,35.0
Snowmania,"Jan 5, 2018",1.39,6,2,764830,0,20000,
Hot And Lovely 3,"May 24, 2020",1.99,168,47,1290070,0,20000,
Darksburg,"Sep 23, 2020",14.99,1511,750,939100,100000,200000,1.0
シルヴァリオ ヴェンデッタ-Verse of Orpheus-,"Sep 3, 2020",64.99,11,0,1347590,0,20000,
Odysseus Kosmos and his Robot Quest: Episode 1,"Jan 12, 2018",0.0,290,83,769920,20000,50000,2.0
Adam The Storyteller,"Jun 24, 2021",0.99,4,0,1564130,0,20000,
Eventide Night,"May 4, 2017",0.99,25,1,616030,100000,200000,
Life of a Wizard,"Mar 17, 2017",2.99,54,10,596910,0,20000,
The Evil in the Forest,"Dec 22, 2020",2.99,8,4,1371790,0,20000,
PrincessGuardiansParodyH,"May 21, 2019",0.0,1,1,1081460,0,20000,
Pupperazzi,"Jan 20, 2022",19.99,248,9,1028350,0,20000,2.0
Nightmare,"Nov 18, 2021",9.99,10,4,1665250,0,20000,
双子树 TwinTrees,"Mar 2, 2020",0.0,2,2,1242730,50000,100000,
孙美琪疑案 第五季,"Feb 18, 2021",0.0,2,1,1530180,20000,50000,
ProjectM : Daydream,"Sep 4, 2017",4.99,63,25,646310,0,20000,
Nothing!,"Mar 14, 2019",0.99,42,20,1014460,0,20000,3.0
SincereMen,"Aug 6, 2019",14.99,0,6,1115040,0,20000,
State of Mind,"Aug 15, 2018",1.99,1446,370,437630,200000,500000,9.0
True Blades™,"May 29, 2017",24.99,10,13,542410,0,20000,
Pencil Fantastic,"Dec 8, 2020",0.0,8,1,1109220,0,20000,
BoxRunner,"Aug 17, 2018",14.99,1,0,887590,0,20000,
PAGAN: Autogeny,"Oct 31, 2019",6.99,26,5,1165750,0,20000,1.0
MADiSON,"Jul 7, 2022",34.99,578,90,1670870,0,20000,
Voxel Shot VR,"May 19, 2017",12.99,23,4,593250,0,20000,
VCuber,"Feb 26, 2019",4.99,1,0,1023100,0,20000,
Paunch,"Dec 4, 2019",0.0,8949,1017,792220,500000,1000000,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,"Dec 2, 2020",19.99,457,121,1178790,50000,100000,23.0
Star Sky 3,"Sep 25, 2018",3.99,26,5,933770,0,20000,
Doctor Who: The Edge Of Time,"Nov 12, 2019",24.99,141,62,1075400,0,20000,3.0
The Magician's Workshop,"Dec 19, 2019",4.99,7,3,1174830,0,20000,
吾光笔记Holimas Z Notebook,"Nov 29, 2020",4.99,17,3,1150130,20000,50000,
"The End o,,,o","May 11, 2017",0.0,100,64,509880,20000,50000,
Sugy the Christmas elf,"Dec 6, 2017",2.99,8,3,748130,0,20000,
HAUNTED: Halloween '86 (The Curse Of Possum Hollow),"Mar 28, 2017",9.99,26,1,607490,0,20000,6.0
Skull Bullets,"Oct 20, 2021",9.99,2,6,1780490,0,20000,
"1, 2 BLAME!","May 14, 2021",4.99,9,1,1556920,0,20000,
The Chicken's Fall,"Sep 24, 2021",2.99,11,0,1746770,0,20000,
Piñata,"Sep 1, 2016",0.0,21,20,477800,0,20000,
VR垃圾分类_Refuse classification,"Sep 20, 2019",16.99,2,1,1139920,0,20000,
Behold The Dark,"Mar 10, 2021",2.99,3,1,1534860,0,20000,
末路希冀,"Apr 27, 2022",3.99,12,3,1695150,0,20000,
Void Memory,"Oct 30, 2017",14.99,125,62,727510,20000,50000,7.0
FukTopia 2,"Feb 4, 2022",19.99,1,1,1646240,0,20000,
Spooky Mahjong,"May 23, 2021",4.99,2,0,1600240,0,20000,
Final_SIM,"Mar 21, 2019",0.99,7,0,997280,0,20000,
Zhmyshenko Valery Albertovich,"Apr 26, 2018",0.99,82,25,816180,0,20000,
Destiny Hunter,"Mar 17, 2019",1.99,0,3,1028830,0,20000,
Tales From The Dragon Mountain: The Strix,"Feb 20, 2014",3.99,27,42,277540,50000,100000,1.0
Herman Electro,"Jun 10, 2021",19.99,4,0,1545880,20000,50000,
Crazy Alchemist,"Sep 5, 2018",9.99,21,8,914680,0,20000,
vreezy: Girl's Pictorial Story Vol.1,"May 16, 2021",14.99,0,1,1609710,0,20000,
Shambled Spiral,"Sep 14, 2021",1.99,3,2,1736590,0,20000,
Between Me and The Night,"Jan 22, 2016",4.99,615,184,285070,100000,200000,3.0
HecatoncheirStory,"Aug 20, 2018",0.99,3,13,916640,0,20000,
Altarays,"Aug 2, 2021",2.99,1,2,1689140,0,20000,
刺沙,"Oct 23, 2020",0.0,2,8,1425790,20000,50000,
Mall Mayhem,"Oct 6, 2017",0.99,8,6,629400,0,20000,
"SpaceVibes VR (Point & Click, Abstract, Disco Music)","Jan 16, 2020",4.99,0,1,1187430,0,20000,
the research facility NO.507,"Nov 30, 2016",3.99,48,35,512170,0,20000,
FurBall,"Jul 30, 2021",0.0,32,12,1375070,0,20000,
PearsAndGrayWitch,"Jan 1, 2018",4.99,7,9,766700,0,20000,
Womb Room,"Apr 4, 2016",1.99,18,33,426010,0,20000,1.0
Boxman's Struggle,"Feb 27, 2020",4.99,193,33,1228560,20000,50000,5.0
ボク姫PROJECT,"Oct 14, 2021",69.99,3,1,1729810,0,20000,
Lost Artifacts: Soulstone,"Dec 21, 2018",14.99,5,12,874020,0,20000,7.0
RITE,"Jul 6, 2020",4.99,205,27,1322650,0,20000,4.0
Bacon May Die,"Apr 15, 2021",0.0,593,34,646240,50000,100000,
Jumper Jape,"Nov 17, 2016",1.99,15,1,526780,0,20000,
DESTROY Simulator,"Jan 28, 2022",0.99,16,3,1869890,0,20000,
Feed the Animals,"Nov 30, 2017",0.0,6,2,749900,0,20000,
Fused,"Mar 8, 2019",1.99,6,3,1001910,0,20000,
Widgets and Gidgets,"Jun 13, 2020",1.99,2,0,1333870,0,20000,
Tank Battle: 1945,"Feb 16, 2017",9.99,10,8,540250,0,20000,
Dragon Wars,"May 26, 2017",9.99,11,3,624070,100000,200000,43.0
Bermuda - Lost Survival,"Sep 26, 2020",9.99,273,194,654690,20000,50000,
C.A.T.S. - Carefully Attempting not To Screw up,"Jul 18, 2019",1.99,2,0,1097630,0,20000,
Sheptun,"Feb 13, 2020",0.99,16,6,1234900,0,20000,
SLIDE: platformer,"Jul 16, 2015",4.99,7,0,375870,0,20000,
牝静的开端,"Jul 3, 2020",0.99,3,0,1340330,0,20000,
Vole Complexity,"Oct 13, 2020",1.99,3,0,1133260,0,20000,
DollKart,"Aug 1, 2018",2.99,5,2,895370,20000,50000,
Good doktor,"Dec 25, 2019",6.99,2,6,1190120,0,20000,
Si Kancil : The Adventurous Mouse Deer,"Nov 8, 2016",0.99,3,2,530530,0,20000,
ShadowSide,"Aug 17, 2018",9.99,216,121,643820,20000,50000,5.0
The Astro Parcel Service,"Apr 17, 2020",4.99,3,0,1244300,0,20000,
Drifter's Tales,"Jul 9, 2022",9.99,3,1,1935960,0,20000,
CozyTyper,"Jul 22, 2022",4.49,6,0,2063420,0,20000,
Combined Arms Operations Series,"Jun 21, 2021",19.99,8,2,1466610,20000,50000,
AI Battle Royale Generator,"Jul 16, 2021",3.99,8,0,1604450,0,20000,
Pixel Galaxy,"Oct 2, 2015",2.99,150,21,370480,20000,50000,
Fire Escape,"Apr 29, 2020",9.99,23,12,1224480,0,20000,
Formula Car Racing Simulator,"Jan 21, 2020",0.99,34,9,1221590,0,20000,
Love n Dream,"Aug 27, 2020",1.99,231,65,1303740,20000,50000,
KAJA：追光者与秘境制造,"Nov 9, 2019",0.99,1,0,1179530,0,20000,
Teratini VR,"Dec 21, 2016",9.99,1,1,553530,0,20000,
On Board 4 PC,"Apr 23, 2018",0.9,11,18,840180,0,20000,
Mini Kart Racing,"Oct 2, 2021",1.99,3,4,1673520,0,20000,
ARCADE GAME SERIES: DIG DUG,"Apr 19, 2016",3.99,341,57,403400,50000,100000,1.0
LEMURIA,"May 10, 2022",8.99,20,4,917940,0,20000,
"VR Ultimate Paintball: Heartbreak, Regret & Paintbots","Aug 9, 2016",0.99,6,6,511830,0,20000,
Mahjong Carnaval,"Aug 28, 2020",4.99,5,0,1394760,0,20000,
Horse Club Adventures,"May 26, 2021",29.99,54,4,1518820,0,20000,5.0
The Uninvited: MacVenture Series,"Jan 26, 2015",2.99,48,7,343810,20000,50000,
From The Sky: New Horizon,"Aug 2, 2018",0.99,7,38,895430,0,20000,
From the Shadows,"Nov 27, 2020",0.0,187,32,1427210,0,20000,
SUPERVERSE,"Nov 6, 2019",11.99,28,13,1056170,0,20000,
Zork Nemesis: The Forbidden Lands,"Apr 18, 2017",5.99,27,6,571060,0,20000,6.0
The Flow Experience,"Apr 1, 2022",7.99,3,1,1781170,0,20000,
Star Mine,"Jan 6, 2021",9.99,2,0,1406630,0,20000,
❂ Hexaluga ❂ Weapon and Shield ☯,"May 14, 2018",0.99,10,19,845200,20000,50000,
Peg Solitaire,"May 28, 2021",1.99,2,0,1629160,50000,100000,
Wunderdoktor,"Oct 11, 2017",9.99,63,5,705450,0,20000,2.0
Robot Tsunami,"Jan 7, 2016",9.99,1,3,378450,0,20000,
Super Skull Smash GO! 2 Turbo,"Jul 16, 2018",9.99,5,0,805070,0,20000,
Bestiary of Sigillum,"Jan 22, 2019",7.99,59,5,922530,0,20000,
Animal Rivals: Up In The Air,"Apr 4, 2022",11.99,5,0,1634410,0,20000,
MineFight,"Sep 23, 2017",0.0,45,107,682970,50000,100000,
Lottery Center Simulator,"Jan 14, 2022",0.99,0,1,1595230,0,20000,
Drugs to Bee,"Jun 21, 2018",1.99,14,1,880570,0,20000,
Heart'n Block,"Aug 24, 2018",4.99,0,1,869630,0,20000,
Hot Springs Story,"Mar 27, 2022",8.99,90,8,1823710,0,20000,
The Itch,"Sep 2, 2019",0.0,85,10,1095520,0,20000,35.0
Tower Stacker,"Jul 2, 2018",0.99,5,3,885240,50000,100000,
SSTR,"Dec 14, 2020",9.99,3,1,1225100,0,20000,
Heroes of the Three Kingdoms,"Nov 12, 2020",0.99,872,68,1437820,200000,500000,1.0
Blood will be Spilled,"May 29, 2019",5.99,45,18,880300,0,20000,7.0
Romance of the Three Kingdoms IX with Power Up Kit,"Oct 17, 2017",29.99,291,55,628050,50000,100000,
Werewolf Voice - Ultimate Werewolf Party,"May 7, 2020",0.0,29,14,1153880,0,20000,
Socialism Simulator,"Sep 16, 2021",3.99,97,3,1669360,20000,50000,
Starship Saboteur Prototype,"May 5, 2020",0.0,6,2,1014240,20000,50000,
Google Spotlight Stories: Son of Jaguar,"Oct 30, 2017",0.0,77,15,714580,20000,50000,1.0
Helium Rain,"Oct 11, 2018",14.99,180,42,681330,20000,50000,
The Door of Ice 冰封之门,"Feb 12, 2018",2.99,5,8,763630,0,20000,
Blaster Master Zero 3,"Jul 29, 2021",14.99,245,27,1588380,0,20000,9.0
Caliper,"Feb 1, 2017",0.99,14,0,581840,0,20000,
Kill Him! Online Wars,"Jun 8, 2018",3.99,20,20,817250,0,20000,
The fall of gods,"Dec 18, 2015",2.99,41,10,424170,20000,50000,
The Planet Crafter,"Mar 24, 2022",19.99,10841,417,1284190,200000,500000,
Glassteroids,"Nov 13, 2018",0.99,2,1,929530,0,20000,
HALP!,"Aug 1, 2016",0.0,73,29,485230,20000,50000,
Dungeon Dueler,"May 18, 2022",5.99,0,4,1901060,0,20000,
Winning Love by Daylight [Ep 1 Demo],"Sep 7, 2021",0.0,113,14,1539780,20000,50000,
The Labyrinth,"Jan 8, 2021",4.99,24,3,652050,20000,50000,
覇県を握れ ～47都道府県大戦～,"Nov 22, 2018",39.99,9,0,928690,0,20000,1.0
Super Marble Brothers,"Aug 26, 2020",3.99,3,3,1385760,0,20000,
Blockships,"Sep 2, 2016",6.99,25,1,504700,20000,50000,
DEADLUCK,"Apr 20, 2021",1.99,1,2,1578080,0,20000,
PLAYNE : The Meditation Game,"May 1, 2020",14.99,949,35,865540,0,20000,
Hellsplit: Arena,"Sep 9, 2019",24.99,2014,356,1039880,100000,200000,
Village Defender,"Apr 16, 2021",3.99,2,7,1588050,0,20000,
Between the Stars,"May 28, 2019",19.49,1348,337,727130,50000,100000,
X遊戲,"Dec 2, 2020",0.99,0,1,1471450,0,20000,
World of Zombies,"Jan 25, 2019",10.99,12,15,869130,0,20000,
Solid Aether,"Sep 27, 2018",6.99,34,0,910730,0,20000,
Vagrant Fury,"Sep 24, 2018",0.99,5,1,881260,0,20000,
Apotheon Arena,"Dec 8, 2015",0.0,868,178,417890,200000,500000,
Zone of Death,"Oct 12, 2020",3.99,2,3,1423410,200000,500000,
Walking Heavy,"Oct 20, 2017",4.99,4,2,711050,0,20000,
Revenge on the Streets,"Jun 24, 2019",2.99,15,1,1095320,0,20000,
Rivals of Aether,"Mar 28, 2017",29.99,23699,1177,383980,1000000,2000000,1.0
Intern Pursuit Game,"Nov 2, 2020",2.99,4,0,1219790,20000,50000,
Don't run out of Soda,"Oct 8, 2021",3.99,5,3,1766230,0,20000,
Battlefield 1 ™,"Jun 11, 2020",9.99,66908,10835,1238840,2000000,5000000,6.0
Monstrous Lovers,"Jun 23, 2021",14.99,3,2,1596820,0,20000,
"The Princess, the Stray Cat, and Matters of the Heart","Jun 17, 2019",19.99,204,24,1010600,20000,50000,
Gravity Well,"Jun 20, 2018",0.99,10,0,843370,0,20000,
A Trip to Yugoslavia: Director's Cut,"Feb 22, 2017",0.99,199,67,545410,50000,100000,1.0
Solitaire Halloween Story,"Nov 23, 2020",4.99,3,1,1427950,0,20000,
FINAL FANTASY II,"Jul 28, 2021",11.99,1021,305,1173780,100000,200000,24.0
Land War,"Mar 28, 2019",4.99,12,0,1030960,0,20000,1.0
001 Game Creator,"Jul 13, 2015",79.99,204,57,347400,0,20000,
OrdinaryFamily,"Nov 28, 2019",0.99,13,0,927150,0,20000,
Smackball,"May 27, 2021",4.99,3,0,1554520,0,20000,
Hexogin,"May 7, 2020",9.99,18,2,1149690,0,20000,
StressTest,"May 14, 2022",4.99,0,1,1981530,20000,50000,
Imperial Glory,"Apr 11, 2014",4.99,838,252,277450,100000,200000,12.0
Super Multitasking,"Feb 22, 2018",4.99,18,1,640290,0,20000,
Mistrun,"Nov 16, 2021",10.99,2,3,1777080,0,20000,
Enemy,"Mar 17, 2015",14.99,136,22,339570,0,20000,26.0
Prens Cavid The Game,"Jan 2, 2020",0.99,1,2,1199930,0,20000,
MotorSport Revolution,"Jan 15, 2015",14.99,14,66,317080,0,20000,
Mollycoddle Mayhem,"Jul 14, 2022",13.99,11,0,1533410,0,20000,
Idle Master Hunter Steam Edition,"Sep 14, 2021",5.99,3,4,1634970,0,20000,
ROBOTICS;NOTES DaSH,"Oct 13, 2020",34.99,97,35,1111390,0,20000,12.0
Cube & Star: An Arbitrary Love,"Feb 14, 2014",4.99,81,54,261960,20000,50000,6.0
UEBERNATURAL: The Video Game - Prologue,"Oct 13, 2021",0.0,39,4,1386940,0,20000,
SoundSelf: A Technodelic,"Apr 22, 2020",19.99,109,28,590510,0,20000,
Runa's School Story,"Feb 1, 2019",4.99,12,1,981270,0,20000,
Desert Of The Dead,"Aug 12, 2019",1.99,263,128,1102780,20000,50000,1.0
The Emperor's Own: Alpha Teaser,"Nov 4, 2020",0.0,356,94,1364800,100000,200000,
Abda Redeemer: Space alien invasion,"Oct 26, 2021",4.99,16,0,1181300,0,20000,
Immersion Chess,"May 15, 2017",0.0,78,39,631660,50000,100000,
Flight Of Nova,"May 31, 2022",29.99,53,4,1069190,0,20000,
Police Enforcement VR : 1-King-27,"Jun 8, 2018",8.99,83,169,796860,100000,200000,
MORTE,"Oct 23, 2020",3.99,3,4,1340240,0,20000,
Adabana Odd Tales,"Jun 18, 2020",17.99,556,12,1094820,0,20000,6.0
メモリーズオフ-Innocent Fille- for Dearest,"Apr 29, 2020",39.99,216,14,1200110,0,20000,
Beans: The Coffee Shop Simulator,"Jun 30, 2017",4.99,99,42,549240,0,20000,
Flow,"Jan 25, 2021",0.0,3,2,1453870,0,20000,1.0
Little Misfortune,"Sep 18, 2019",19.99,5233,586,714120,200000,500000,3.0
Just Ignore Them: Brea's Story Tape 1,"Mar 29, 2022",1.49,26,2,1900280,0,20000,2.0
Chrono Project,"Jun 30, 2020",7.99,4,0,893810,0,20000,
